locationid,measureid,data_value
01061,ACCESS2,12.5
06037,CASTHMA,9.0
06007,HIGHCHOL,33.9
05135,CASTHMA,10.6
01051,BPHIGH,41.6
05091,DIABETES,15.3
05077,BPHIGH,51.7
06067,DENTAL,61.9
05031,ACCESS2,10.6
02020,HIGHCHOL,31.5
06065,HIGHCHOL,33.2
06023,CASTHMA,11.0
05021,ACCESS2,11.6
02230,DENTAL,58.8
01091,BPHIGH,45.7
01093,HIGHCHOL,44.2
02275,HIGHCHOL,30.7
05047,CASTHMA,10.7
05075,BPHIGH,43.7
02164,CHECKUP,68.4
06071,ACCESS2,14.3
01097,DIABETES,14.1
06057,DIABETES,8.0
05131,HIGHCHOL,35.3
05035,BPHIGH,44.7
01063,DIABETES,27.1
05065,BPHIGH,39.5
05087,CHECKUP,75.5
05027,DENTAL,53.1
01067,DIABETES,16.7
06021,DENTAL,56.4
05009,BPHIGH,40.7
04001,CASTHMA,14.3
06013,HIGHCHOL,36.1
02195,ACCESS2,9.8
05145,ACCESS2,10.9
01041,HIGHCHOL,42.5
01073,BPHIGH,40.0
02220,BPHIGH,33.7
05039,CHECKUP,82.0
06049,HIGHCHOL,41.1
05023,ACCESS2,11.0
01111,CHECKUP,78.3
05141,CHECKUP,80.6
02050,CASTHMA,13.4
05115,CASTHMA,10.6
05139,CHECKUP,78.3
01053,HIGHCHOL,36.6
06067,DIABETES,10.3
01131,HIGHCHOL,43.9
01005,ACCESS2,14.8
05117,HIGHCHOL,33.4
01001,ACCESS2,8.8
01015,CASTHMA,10.6
02068,DENTAL,61.8
02195,DIABETES,10.5
04017,ACCESS2,13.0
01003,BPHIGH,37.0
05003,CASTHMA,11.2
05059,ACCESS2,11.7
02158,CHECKUP,64.1
01111,ACCESS2,10.9
05121,ACCESS2,11.7
05079,DIABETES,13.8
05119,HIGHCHOL,36.3
05071,HIGHCHOL,34.8
05097,BPHIGH,47.8
05137,CASTHMA,10.8
02016,DENTAL,51.1
06027,CHECKUP,75.0
01103,HIGHCHOL,35.9
01047,DENTAL,48.3
05079,HIGHCHOL,34.4
06031,CASTHMA,9.7
05035,CHECKUP,80.2
05083,BPHIGH,44.9
01069,CHECKUP,81.4
02105,ACCESS2,10.2
05147,BPHIGH,41.4
02290,DENTAL,43.7
01051,CHECKUP,80.3
01045,DIABETES,13.7
02180,CHECKUP,65.3
01099,CASTHMA,11.3
02240,BPHIGH,35.5
01097,CHECKUP,79.6
05127,HIGHCHOL,41.2
01027,HIGHCHOL,44.5
02063,HIGHCHOL,35.0
05087,CASTHMA,10.4
02110,CHECKUP,66.7
05143,ACCESS2,12.7
05001,HIGHCHOL,39.5
05149,BPHIGH,43.5
02150,DIABETES,9.8
05043,DENTAL,51.3
01013,DENTAL,49.0
05145,CASTHMA,10.7
02198,CHECKUP,70.4
05017,HIGHCHOL,34.0
05125,CASTHMA,10.0
01121,BPHIGH,48.2
05133,DENTAL,48.3
01119,CASTHMA,11.7
05031,DENTAL,52.1
02282,ACCESS2,12.6
05039,DENTAL,48.8
05121,CASTHMA,10.6
05001,DENTAL,47.8
01079,BPHIGH,44.3
01065,CASTHMA,11.3
01081,CASTHMA,10.0
02230,BPHIGH,29.7
05107,HIGHCHOL,33.5
04009,ACCESS2,16.0
05107,CASTHMA,12.4
01021,HIGHCHOL,37.7
05015,HIGHCHOL,42.0
06011,BPHIGH,29.6
06061,HIGHCHOL,30.6
05019,CHECKUP,79.0
06061,DIABETES,9.8
02066,DIABETES,11.4
05149,HIGHCHOL,41.4
06045,BPHIGH,38.5
06039,DENTAL,54.5
01011,BPHIGH,52.4
06035,DENTAL,56.5
01001,DIABETES,13.3
01019,CASTHMA,10.2
05135,BPHIGH,46.7
01017,DENTAL,48.3
06001,CASTHMA,8.8
01103,CHECKUP,77.0
01071,HIGHCHOL,35.9
06003,DIABETES,11.6
01113,BPHIGH,46.7
06059,CHECKUP,73.4
01097,ACCESS2,10.5
05045,DENTAL,59.3
06039,HIGHCHOL,34.4
04019,CHECKUP,73.3
02290,CASTHMA,12.7
01035,DIABETES,22.1
01057,CASTHMA,10.5
01069,HIGHCHOL,40.2
02164,BPHIGH,38.2
01055,CHECKUP,80.2
06057,ACCESS2,6.1
01101,DIABETES,14.8
06059,ACCESS2,9.2
06027,CHECKUP,70.2
05005,DIABETES,15.0
05107,CASTHMA,12.2
02188,CHECKUP,66.9
01081,CASTHMA,10.1
02060,HIGHCHOL,29.3
05131,ACCESS2,12.9
01127,CASTHMA,10.4
05071,DIABETES,14.6
05025,CHECKUP,80.0
01119,CASTHMA,11.6
02180,CASTHMA,12.7
01107,CHECKUP,81.2
05095,CHECKUP,78.3
02150,ACCESS2,10.5
05043,CHECKUP,80.0
06029,BPHIGH,32.0
06055,CASTHMA,9.5
06063,CASTHMA,10.6
05135,CHECKUP,76.6
05041,CASTHMA,11.9
02068,CASTHMA,9.9
05027,ACCESS2,11.0
02013,BPHIGH,33.2
01061,DIABETES,13.0
01063,BPHIGH,52.4
06007,DENTAL,61.4
05105,HIGHCHOL,41.7
05083,CASTHMA,10.5
01117,DENTAL,67.1
06045,DENTAL,62.5
06067,CHECKUP,70.4
05073,CHECKUP,77.4
02275,ACCESS2,10.2
02130,CHECKUP,66.9
02013,CASTHMA,7.8
01125,BPHIGH,40.8
04017,DIABETES,12.3
05041,DIABETES,21.2
06025,ACCESS2,22.2
06059,DIABETES,10.1
01129,DENTAL,49.9
05065,HIGHCHOL,33.7
05149,CASTHMA,10.1
04017,DIABETES,15.1
06055,CHECKUP,70.4
01083,CHECKUP,79.5
02185,HIGHCHOL,29.9
05087,BPHIGH,38.4
02188,HIGHCHOL,31.8
06041,CASTHMA,9.5
02020,BPHIGH,31.4
05057,HIGHCHOL,32.9
01015,ACCESS2,10.6
05003,DIABETES,14.2
05023,BPHIGH,45.3
05021,BPHIGH,36.8
02066,BPHIGH,32.2
05025,ACCESS2,10.8
05015,BPHIGH,45.3
05123,HIGHCHOL,32.1
05071,CHECKUP,75.5
06013,DENTAL,66.8
05027,DIABETES,14.4
06057,DENTAL,62.8
06051,HIGHCHOL,30.3
01073,CHECKUP,80.0
01133,DENTAL,56.6
06025,DIABETES,15.0
01105,DIABETES,24.6
05133,CHECKUP,76.7
01107,HIGHCHOL,42.6
01053,DIABETES,18.5
05101,BPHIGH,37.7
01115,DIABETES,10.9
01021,BPHIGH,39.0
06043,BPHIGH,29.0
06017,CASTHMA,9.9
01037,HIGHCHOL,44.8
01049,CASTHMA,10.1
01063,DENTAL,42.7
01007,BPHIGH,42.4
05103,ACCESS2,11.9
02105,HIGHCHOL,30.1
05125,CHECKUP,77.3
01039,HIGHCHOL,36.7
05023,DIABETES,10.7
01067,CASTHMA,10.3
05037,ACCESS2,12.7
05039,CASTHMA,10.6
05123,ACCESS2,15.4
05033,CASTHMA,10.3
05095,BPHIGH,43.8
01097,DENTAL,51.3
05067,HIGHCHOL,39.4
01079,DENTAL,52.7
01115,ACCESS2,9.5
05109,BPHIGH,38.0
01105,HIGHCHOL,36.4
04007,CHECKUP,77.5
05019,BPHIGH,40.3
01059,BPHIGH,39.9
01123,ACCESS2,10.7
04003,HIGHCHOL,33.2
01067,ACCESS2,10.3
01095,DIABETES,14.5
05053,BPHIGH,40.2
05117,DIABETES,11.3
02122,ACCESS2,10.3
05053,CHECKUP,75.7
05023,DENTAL,56.3
05031,BPHIGH,39.1
04023,CASTHMA,9.5
01053,ACCESS2,13.1
01113,DIABETES,15.3
05011,DIABETES,14.3
06063,CHECKUP,77.2
05105,DENTAL,53.4
02195,DENTAL,60.2
05103,CHECKUP,82.0
01023,DIABETES,15.0
01065,CHECKUP,82.5
05081,CHECKUP,80.4
01025,CASTHMA,11.0
05137,DIABETES,17.0
05003,ACCESS2,13.7
01079,HIGHCHOL,42.7
02220,DENTAL,61.3
05131,DIABETES,13.1
06025,HIGHCHOL,32.3
02170,ACCESS2,9.7
05127,ACCESS2,13.2
02060,BPHIGH,31.2
05123,DENTAL,41.2
01113,ACCESS2,12.2
01015,DIABETES,12.9
01105,ACCESS2,13.8
01051,CASTHMA,10.0
01101,CASTHMA,10.7
06069,CHECKUP,68.5
06053,HIGHCHOL,35.2
06035,CHECKUP,69.9
05007,ACCESS2,11.0
01035,CASTHMA,11.0
05093,ACCESS2,12.5
01003,CHECKUP,77.5
02282,CASTHMA,11.2
06003,BPHIGH,27.9
02170,DIABETES,9.0
59,CHECKUP,77.7
04013,DENTAL,62.0
05115,CHECKUP,75.2
06065,ACCESS2,12.7
06051,DIABETES,8.9
04019,DENTAL,56.9
02070,CASTHMA,12.6
05127,BPHIGH,44.1
04015,CHECKUP,75.0
05057,CHECKUP,77.2
01045,DENTAL,54.6
05093,DIABETES,15.2
06035,HIGHCHOL,34.5
06033,BPHIGH,32.0
06047,CASTHMA,9.8
05053,HIGHCHOL,39.5
06065,DIABETES,12.4
06003,CASTHMA,10.2
06023,CHECKUP,69.9
01059,DENTAL,50.2
05013,HIGHCHOL,33.5
05079,ACCESS2,14.7
05093,CASTHMA,11.1
05075,ACCESS2,12.1
02066,DENTAL,58.1
02122,DIABETES,7.9
02188,DENTAL,42.9
05103,DENTAL,50.8
01057,CHECKUP,77.5
02122,DENTAL,60.3
04015,DENTAL,52.0
01001,HIGHCHOL,36.3
05071,ACCESS2,13.8
02180,BPHIGH,33.6
01131,DENTAL,39.7
01077,BPHIGH,35.9
05137,DIABETES,12.0
02105,DIABETES,14.8
05055,CASTHMA,10.5
01127,DIABETES,15.1
01013,CHECKUP,82.8
04012,BPHIGH,31.0
02150,CASTHMA,9.3
06021,BPHIGH,32.7
01061,BPHIGH,45.5
05007,DIABETES,9.8
01105,ACCESS2,14.5
01095,BPHIGH,37.5
05145,DIABETES,12.6
01119,ACCESS2,11.1
04009,HIGHCHOL,33.2
05137,ACCESS2,11.2
06003,DENTAL,67.0
05025,CASTHMA,10.5
01117,CHECKUP,78.0
02188,BPHIGH,38.1
06027,HIGHCHOL,37.3
06015,CASTHMA,10.8
05139,DENTAL,53.8
04001,BPHIGH,32.7
05019,HIGHCHOL,33.6
05139,BPHIGH,41.0
05045,HIGHCHOL,35.7
01075,ACCESS2,11.5
01095,CASTHMA,9.8
02090,HIGHCHOL,32.2
06059,DENTAL,64.4
05037,DENTAL,49.4
05069,DENTAL,47.5
06029,HIGHCHOL,33.0
04025,CASTHMA,11.0
01055,BPHIGH,40.9
06051,CHECKUP,70.2
06039,HIGHCHOL,31.3
02066,DENTAL,57.7
01091,CHECKUP,80.6
05091,BPHIGH,40.8
02090,DENTAL,61.9
05085,CHECKUP,78.4
06061,CASTHMA,9.9
05011,HIGHCHOL,41.7
01043,BPHIGH,42.3
01007,CHECKUP,79.2
06047,DIABETES,13.0
05093,BPHIGH,46.4
02105,CHECKUP,66.2
05087,DIABETES,13.9
05027,CHECKUP,79.1
02230,CHECKUP,68.7
06003,DENTAL,65.4
01051,DIABETES,11.4
02020,DENTAL,64.2
05149,ACCESS2,15.3
06057,DENTAL,63.8
01073,DIABETES,15.1
01037,CHECKUP,82.3
05073,HIGHCHOL,34.2
04003,ACCESS2,14.9
05111,BPHIGH,43.0
06045,HIGHCHOL,39.0
05061,HIGHCHOL,39.3
01015,CHECKUP,79.3
02195,BPHIGH,30.2
02105,CASTHMA,11.6
05131,CASTHMA,10.3
06015,CASTHMA,10.8
05067,DIABETES,13.7
05133,ACCESS2,21.2
05049,CASTHMA,10.8
01123,CHECKUP,82.4
01105,BPHIGH,56.9
02020,CASTHMA,10.6
06053,DENTAL,57.8
02122,HIGHCHOL,37.9
05029,ACCESS2,11.2
05049,DIABETES,17.1
05005,HIGHCHOL,30.9
01117,DENTAL,68.2
05007,HIGHCHOL,32.8
06033,HIGHCHOL,31.0
01057,ACCESS2,11.0
01025,CASTHMA,10.8
02090,DIABETES,8.3
05025,DENTAL,48.5
02020,DIABETES,8.8
02013,CASTHMA,7.8
01099,HIGHCHOL,43.2
06063,DIABETES,13.5
01083,DENTAL,60.6
05015,DIABETES,15.0
06043,DENTAL,59.4
05135,ACCESS2,11.1
01017,BPHIGH,42.8
05141,DENTAL,48.0
02070,BPHIGH,34.4
02275,CASTHMA,10.6
05009,HIGHCHOL,40.2
01101,CASTHMA,10.8
04007,DENTAL,53.6
05065,CHECKUP,75.6
05091,CASTHMA,11.1
05081,ACCESS2,11.4
05035,DIABETES,16.5
06021,ACCESS2,14.1
02013,DIABETES,12.8
04013,DIABETES,9.6
01009,HIGHCHOL,42.2
05033,ACCESS2,11.6
01033,CASTHMA,10.3
04007,BPHIGH,29.2
05149,DIABETES,14.7
01071,CASTHMA,10.3
02180,ACCESS2,13.5
01069,BPHIGH,39.8
02090,ACCESS2,9.5
05143,DENTAL,56.3
01087,ACCESS2,11.2
05057,ACCESS2,14.2
06061,CHECKUP,71.2
01083,BPHIGH,40.7
01011,CHECKUP,80.3
01073,HIGHCHOL,35.4
06043,HIGHCHOL,40.6
05139,HIGHCHOL,33.9
01105,CHECKUP,81.9
05095,DENTAL,45.9
05011,CASTHMA,10.9
06025,DENTAL,50.4
02180,DIABETES,13.0
05137,CHECKUP,80.9
05015,ACCESS2,14.8
02063,ACCESS2,9.2
05073,ACCESS2,15.1
06071,CASTHMA,9.8
01039,CHECKUP,77.7
06011,DENTAL,55.9
04023,CASTHMA,9.4
05033,CASTHMA,10.3
05135,HIGHCHOL,34.1
02240,DIABETES,10.2
05101,CHECKUP,75.7
01049,CASTHMA,10.1
02100,HIGHCHOL,38.3
06045,BPHIGH,31.0
05013,CASTHMA,10.3
05113,HIGHCHOL,42.5
05037,CHECKUP,79.6
04027,CASTHMA,9.8
05001,BPHIGH,45.4
02063,DIABETES,8.0
05143,CASTHMA,10.2
05031,ACCESS2,10.7
01085,CASTHMA,11.7
05017,BPHIGH,53.0
06055,HIGHCHOL,30.6
05043,BPHIGH,41.8
06065,CASTHMA,9.5
06063,DIABETES,9.0
01085,CHECKUP,81.4
06001,CHECKUP,72.6
02164,HIGHCHOL,34.5
01057,DIABETES,16.6
05097,DIABETES,16.4
06049,DENTAL,62.6
01113,HIGHCHOL,41.1
01117,BPHIGH,36.4
02110,HIGHCHOL,30.7
05109,HIGHCHOL,41.8
04005,DENTAL,61.4
05013,BPHIGH,38.5
05141,ACCESS2,12.4
05043,HIGHCHOL,33.9
05045,BPHIGH,35.4
05023,HIGHCHOL,42.5
05059,DIABETES,11.6
06033,DIABETES,14.1
01047,HIGHCHOL,44.1
06053,BPHIGH,30.3
06065,CHECKUP,70.6
05037,HIGHCHOL,40.4
05019,ACCESS2,10.4
05101,HIGHCHOL,33.8
06009,CHECKUP,70.4
01037,DIABETES,13.5
01001,BPHIGH,38.2
05135,DIABETES,16.2
05015,DENTAL,54.7
01047,DENTAL,47.4
05037,DENTAL,50.1
01069,DENTAL,54.4
02016,CHECKUP,63.4
06053,ACCESS2,16.2
05069,DENTAL,45.4
05009,DENTAL,53.6
02068,CASTHMA,9.8
02158,ACCESS2,18.1
01073,ACCESS2,9.1
02060,CHECKUP,64.8
02275,BPHIGH,40.8
05025,DIABETES,11.6
01115,CHECKUP,79.9
01087,CASTHMA,11.8
02066,HIGHCHOL,36.0
01085,BPHIGH,50.4
06009,BPHIGH,37.8
01023,CHECKUP,83.3
05131,CHECKUP,76.1
01087,DENTAL,47.8
05067,ACCESS2,13.7
06013,DENTAL,67.3
06069,ACCESS2,13.9
06007,DENTAL,60.8
05147,CHECKUP,81.2
06053,ACCESS2,15.9
05029,DIABETES,12.4
01029,CHECKUP,79.2
05141,DIABETES,11.5
01027,BPHIGH,47.6
01115,BPHIGH,41.8
02180,HIGHCHOL,30.5
01131,DENTAL,41.1
05029,DENTAL,48.6
05115,DIABETES,12.7
01099,BPHIGH,51.3
06069,CASTHMA,9.2
01075,CHECKUP,80.6
01035,CASTHMA,11.3
01133,DENTAL,56.8
06049,ACCESS2,9.3
05127,DENTAL,50.1
02230,BPHIGH,33.6
01125,DENTAL,55.7
01043,HIGHCHOL,35.2
04013,ACCESS2,13.1
02158,BPHIGH,38.5
05015,HIGHCHOL,33.7
05113,DENTAL,51.4
05087,HIGHCHOL,33.8
01039,HIGHCHOL,44.5
02020,DIABETES,8.9
05077,DIABETES,19.7
01031,HIGHCHOL,40.4
06021,DENTAL,55.5
06033,ACCESS2,10.1
05129,CASTHMA,10.7
04012,CHECKUP,69.5
06031,CHECKUP,68.9
01013,DENTAL,50.1
01089,CASTHMA,9.4
01121,DIABETES,14.2
01023,ACCESS2,11.8
01019,CASTHMA,10.3
01073,DENTAL,58.7
04009,BPHIGH,32.2
02164,DENTAL,49.4
01053,BPHIGH,44.0
01055,DIABETES,13.4
04001,DIABETES,17.5
02158,DIABETES,18.0
01119,BPHIGH,50.0
01021,CHECKUP,79.0
01017,DENTAL,49.0
06051,BPHIGH,27.8
06049,BPHIGH,41.3
01093,DENTAL,54.2
01091,DENTAL,49.8
06029,ACCESS2,16.7
02130,HIGHCHOL,29.5
06053,DIABETES,12.5
05079,BPHIGH,43.2
01059,BPHIGH,44.4
02170,CASTHMA,10.7
04021,HIGHCHOL,40.3
02130,BPHIGH,30.9
06003,ACCESS2,5.7
01127,CASTHMA,10.3
01015,CASTHMA,10.6
05033,DIABETES,13.0
05097,ACCESS2,10.9
04001,ACCESS2,14.1
01101,HIGHCHOL,38.1
02188,HIGHCHOL,30.0
06057,HIGHCHOL,29.4
04025,DIABETES,12.1
01039,DENTAL,53.1
04017,HIGHCHOL,36.3
04012,CHECKUP,79.1
05035,DENTAL,47.3
05035,HIGHCHOL,34.7
06005,DENTAL,65.8
01129,DENTAL,51.1
06033,CHECKUP,69.5
05061,DENTAL,53.0
02170,DIABETES,8.3
05071,BPHIGH,38.2
01009,ACCESS2,12.0
05111,ACCESS2,13.1
04025,CHECKUP,69.6
05063,HIGHCHOL,34.7
01125,HIGHCHOL,37.0
02188,ACCESS2,14.2
01077,CHECKUP,79.7
01121,ACCESS2,11.4
05077,DIABETES,17.1
05141,BPHIGH,47.4
05017,CASTHMA,11.1
05081,DENTAL,54.0
06023,CASTHMA,11.0
01061,HIGHCHOL,43.6
01111,HIGHCHOL,36.9
01059,CHECKUP,78.5
05129,CHECKUP,75.6
06067,ACCESS2,8.8
04011,ACCESS2,16.1
05031,DENTAL,52.2
06069,DIABETES,11.3
02020,ACCESS2,9.5
05099,CHECKUP,81.2
05035,ACCESS2,12.3
02198,HIGHCHOL,29.3
01059,HIGHCHOL,37.7
04021,DENTAL,56.2
05057,BPHIGH,40.5
05139,ACCESS2,11.4
02282,ACCESS2,12.1
05121,HIGHCHOL,33.9
04009,CASTHMA,11.2
02100,CHECKUP,66.7
05021,CHECKUP,78.5
05037,DIABETES,16.1
01051,ACCESS2,9.5
04011,CASTHMA,10.1
04011,DIABETES,10.6
05119,DIABETES,11.5
05045,DENTAL,60.4
01005,BPHIGH,50.2
05063,DIABETES,11.4
02016,CASTHMA,7.8
01071,DIABETES,16.0
01107,ACCESS2,14.0
01009,DIABETES,11.3
05081,DIABETES,12.4
06019,CHECKUP,70.7
06001,CASTHMA,8.8
05079,CHECKUP,76.2
05089,DENTAL,53.9
05009,DIABETES,10.4
05131,BPHIGH,40.7
01043,CHECKUP,76.9
02050,CASTHMA,13.6
05121,BPHIGH,43.6
01003,HIGHCHOL,35.4
05097,CASTHMA,10.6
05077,ACCESS2,15.8
05019,DIABETES,12.9
02198,DIABETES,14.0
05063,BPHIGH,41.3
01125,ACCESS2,9.3
01035,ACCESS2,12.7
05139,DIABETES,16.0
01077,DENTAL,59.5
05119,ACCESS2,10.5
01031,DENTAL,59.9
06063,ACCESS2,7.0
05063,DIABETES,13.4
05059,BPHIGH,43.3
05101,ACCESS2,10.1
05013,CHECKUP,77.1
01063,CHECKUP,85.0
02110,CASTHMA,10.2
06053,DIABETES,11.6
06029,DIABETES,13.3
02016,DENTAL,51.7
04001,HIGHCHOL,28.6
06041,BPHIGH,32.6
01093,DIABETES,12.3
01029,CASTHMA,10.0
06049,DIABETES,10.3
01039,BPHIGH,39.6
05125,HIGHCHOL,33.1
01005,DIABETES,19.6
02100,CASTHMA,10.1
05027,BPHIGH,41.8
05049,ACCESS2,11.3
01125,DIABETES,12.0
02063,DENTAL,61.2
02090,BPHIGH,30.3
05077,CASTHMA,11.0
06019,HIGHCHOL,30.6
06061,BPHIGH,27.4
02240,ACCESS2,11.5
06071,DIABETES,12.1
05121,DIABETES,12.2
01019,DIABETES,16.0
01109,HIGHCHOL,36.6
04021,ACCESS2,14.0
01031,DENTAL,59.5
05089,BPHIGH,35.1
05069,CASTHMA,11.2
05027,DENTAL,51.6
05021,HIGHCHOL,33.7
05029,BPHIGH,40.5
02220,HIGHCHOL,33.3
05063,CHECKUP,76.6
05099,DENTAL,47.1
01093,ACCESS2,11.7
05109,DENTAL,51.9
01087,DIABETES,20.0
05087,ACCESS2,12.4
01121,HIGHCHOL,35.7
02188,DIABETES,14.1
05047,DENTAL,46.7
01131,BPHIGH,50.4
05145,BPHIGH,40.4
01019,ACCESS2,10.0
01005,HIGHCHOL,36.5
05083,HIGHCHOL,33.9
05053,HIGHCHOL,33.5
06055,DIABETES,9.3
05009,ACCESS2,10.0
01027,CASTHMA,10.6
02063,CASTHMA,10.0
01121,ACCESS2,10.9
02195,CHECKUP,68.7
01055,HIGHCHOL,36.0
05129,CHECKUP,80.5
01119,CHECKUP,83.2
01017,DIABETES,17.9
06071,BPHIGH,31.9
05061,BPHIGH,39.0
05081,ACCESS2,10.8
02105,BPHIGH,42.8
01009,HIGHCHOL,35.7
05003,HIGHCHOL,42.2
05077,DENTAL,41.1
06051,CASTHMA,9.9
01031,ACCESS2,11.3
02188,BPHIGH,36.8
05111,CASTHMA,10.9
01115,HIGHCHOL,36.8
04025,BPHIGH,38.0
02020,BPHIGH,31.5
05019,HIGHCHOL,35.6
06029,DIABETES,13.3
01079,DIABETES,15.5
02068,BPHIGH,29.9
04001,DENTAL,44.3
05005,DENTAL,53.4
05029,CASTHMA,10.7
01009,DIABETES,13.8
04009,DIABETES,10.9
01019,DIABETES,11.8
01023,BPHIGH,44.2
06057,CHECKUP,70.4
06023,DIABETES,10.0
05043,CASTHMA,11.1
05105,BPHIGH,36.7
02188,DIABETES,14.6
01029,DENTAL,52.6
01089,ACCESS2,8.3
06029,HIGHCHOL,31.1
05019,BPHIGH,41.6
05067,ACCESS2,13.6
05111,DIABETES,12.1
05103,CASTHMA,11.2
04013,CASTHMA,10.0
05023,CHECKUP,75.7
05099,CASTHMA,10.9
04025,DENTAL,61.5
06029,ACCESS2,16.7
01129,DIABETES,17.0
02016,CHECKUP,64.9
06067,CASTHMA,10.2
05077,ACCESS2,16.0
06027,CASTHMA,10.4
06025,BPHIGH,33.2
01083,CASTHMA,9.7
02282,DIABETES,13.7
05133,CASTHMA,10.2
04021,BPHIGH,36.2
05067,DIABETES,15.4
01087,ACCESS2,11.9
01067,CHECKUP,81.7
02188,ACCESS2,14.2
04021,ACCESS2,13.7
01037,BPHIGH,40.7
01027,DENTAL,51.2
01077,CASTHMA,9.9
02016,BPHIGH,32.2
02020,ACCESS2,9.5
01005,DIABETES,16.5
05061,CHECKUP,77.2
04017,DENTAL,49.6
05047,CASTHMA,10.6
05065,CASTHMA,10.3
05069,HIGHCHOL,34.0
01129,HIGHCHOL,35.8
06031,HIGHCHOL,31.8
05017,CHECKUP,82.1
01107,HIGHCHOL,36.6
02060,ACCESS2,9.7
02066,BPHIGH,38.3
02105,HIGHCHOL,39.9
05081,DIABETES,15.7
04023,ACCESS2,26.5
01085,DENTAL,44.6
01125,ACCESS2,9.6
01081,DENTAL,57.5
05017,CHECKUP,78.8
06015,HIGHCHOL,30.9
02282,HIGHCHOL,30.6
06033,BPHIGH,39.6
02290,CASTHMA,12.6
01069,ACCESS2,10.4
05093,HIGHCHOL,37.6
06027,DIABETES,9.4
01007,BPHIGH,46.3
01099,DENTAL,48.7
04023,DIABETES,13.2
05067,HIGHCHOL,34.6
06055,ACCESS2,10.2
01001,HIGHCHOL,41.3
01019,ACCESS2,10.8
04013,ACCESS2,12.9
06007,CASTHMA,10.5
05079,CHECKUP,76.0
04019,CASTHMA,11.0
05123,BPHIGH,50.1
05149,BPHIGH,38.3
05019,DENTAL,54.0
04009,HIGHCHOL,30.4
02050,DENTAL,37.0
06009,DIABETES,9.1
04021,CHECKUP,72.7
01105,HIGHCHOL,43.5
01005,DENTAL,46.3
01019,BPHIGH,37.5
06013,CASTHMA,9.4
05101,DENTAL,52.7
06063,CASTHMA,11.0
01099,BPHIGH,44.7
04011,ACCESS2,16.1
01041,CASTHMA,10.6
06035,BPHIGH,31.5
01063,CASTHMA,12.0
05063,DENTAL,50.5
05081,CASTHMA,10.7
01021,CHECKUP,77.1
06037,HIGHCHOL,36.9
01017,HIGHCHOL,34.8
01059,CHECKUP,76.3
05083,DIABETES,14.4
06015,CHECKUP,69.4
06033,ACCESS2,10.9
05081,CASTHMA,10.8
01025,CHECKUP,82.4
02013,ACCESS2,16.0
01043,DENTAL,54.8
01057,HIGHCHOL,43.4
02100,HIGHCHOL,29.6
05095,ACCESS2,13.3
05125,ACCESS2,9.6
01073,ACCESS2,9.3
01009,ACCESS2,11.5
01071,DIABETES,12.7
06031,CHECKUP,67.8
05057,HIGHCHOL,39.5
02198,ACCESS2,11.1
06071,DENTAL,55.5
01019,DENTAL,58.5
06017,HIGHCHOL,36.3
04011,DENTAL,57.5
04003,CASTHMA,10.4
06005,CASTHMA,10.1
01023,ACCESS2,11.0
01103,DIABETES,12.3
01035,DIABETES,16.8
01089,DIABETES,10.9
05069,CHECKUP,82.3
05123,HIGHCHOL,37.1
06023,DENTAL,57.9
05145,DENTAL,51.2
01121,DIABETES,17.2
05023,BPHIGH,35.5
05007,CASTHMA,9.2
01017,ACCESS2,11.5
05083,ACCESS2,10.6
01065,DENTAL,49.2
01129,ACCESS2,9.7
05145,HIGHCHOL,39.2
02100,DIABETES,7.7
06019,CASTHMA,9.8
05109,CHECKUP,76.4
02013,ACCESS2,15.7
05055,HIGHCHOL,38.7
05059,CHECKUP,76.0
01021,BPHIGH,43.1
02100,DENTAL,60.5
05127,BPHIGH,37.6
05115,HIGHCHOL,38.2
05027,CASTHMA,11.0
05011,ACCESS2,16.1
01057,DIABETES,13.1
06013,DIABETES,9.6
05071,HIGHCHOL,40.5
05085,CASTHMA,10.3
05049,BPHIGH,49.1
01055,ACCESS2,11.3
05047,CHECKUP,78.8
01051,HIGHCHOL,35.7
05009,BPHIGH,34.6
05085,BPHIGH,39.0
06051,CHECKUP,72.5
01007,CASTHMA,10.4
05141,ACCESS2,11.3
01073,BPHIGH,42.7
05127,HIGHCHOL,33.8
05123,CHECKUP,78.8
06047,DENTAL,49.8
05039,CASTHMA,10.9
05073,DIABETES,15.3
01027,DIABETES,16.5
01075,CHECKUP,77.1
01037,CASTHMA,10.3
02164,BPHIGH,35.0
05025,DIABETES,15.0
01069,HIGHCHOL,34.2
05119,HIGHCHOL,32.3
02060,HIGHCHOL,35.2
06061,ACCESS2,5.9
05141,CASTHMA,10.6
01037,CHECKUP,78.0
01123,CASTHMA,10.3
01083,ACCESS2,9.2
05115,ACCESS2,12.5
01095,DENTAL,56.3
05049,DENTAL,44.4
02180,DIABETES,13.7
06061,CHECKUP,74.6
05105,HIGHCHOL,34.0
06027,ACCESS2,8.4
01093,CASTHMA,10.2
05087,DENTAL,49.5
04007,CASTHMA,11.6
02230,CHECKUP,66.2
05089,ACCESS2,10.5
05131,CHECKUP,77.7
01131,ACCESS2,14.4
01021,DENTAL,59.0
05011,BPHIGH,48.7
01023,DIABETES,20.1
02275,CHECKUP,71.8
02050,ACCESS2,15.9
05137,BPHIGH,47.9
05131,DENTAL,52.5
05141,DIABETES,16.2
02282,DENTAL,52.6
