locationid,measureid,data_value
13261,BPHIGH,43.6
16019,DENTAL,67.6
17187,CASTHMA,10.4
17005,BPHIGH,35.5
17153,CHECKUP,76.8
13281,DENTAL,62.6
13275,BPHIGH,37.9
16021,DENTAL,64.3
16065,ACCESS2,11.5
17055,CASTHMA,10.9
16041,CHECKUP,72.0
17057,DENTAL,58.0
13235,CASTHMA,11.5
13249,HIGHCHOL,40.1
13193,CASTHMA,11.1
13201,HIGHCHOL,34.4
13255,ACCESS2,15.0
17111,DENTAL,65.4
17175,DIABETES,9.7
17127,CASTHMA,11.1
16031,DENTAL,61.6
13167,CASTHMA,10.6
17147,ACCESS2,6.2
13227,BPHIGH,40.7
13267,CHECKUP,76.9
17177,HIGHCHOL,39.5
15003,ACCESS2,5.2
13237,CASTHMA,10.6
13239,CASTHMA,11.1
13283,ACCESS2,18.9
16049,CASTHMA,10.6
13319,DIABETES,17.7
17123,BPHIGH,38.9
17159,BPHIGH,31.4
17029,ACCESS2,8.5
17001,BPHIGH,31.6
13199,CHECKUP,79.8
17193,CHECKUP,75.2
16039,BPHIGH,31.3
17129,DENTAL,62.6
17017,DENTAL,57.7
15003,DIABETES,12.4
13227,CHECKUP,75.4
13261,BPHIGH,41.4
13321,CASTHMA,11.0
13279,CASTHMA,10.8
13237,DIABETES,12.7
17107,DENTAL,59.6
16029,ACCESS2,10.2
17111,BPHIGH,29.7
16049,DIABETES,8.8
13215,DENTAL,54.6
16019,CASTHMA,10.6
17163,HIGHCHOL,31.6
17117,ACCESS2,7.8
16005,ACCESS2,10.2
17031,BPHIGH,28.9
17101,BPHIGH,38.1
16025,BPHIGH,36.0
17031,CHECKUP,76.5
17089,CHECKUP,74.4
17179,DIABETES,11.2
17139,HIGHCHOL,37.3
16065,BPHIGH,17.3
13169,DENTAL,56.7
17017,ACCESS2,12.6
17185,BPHIGH,32.2
17077,DENTAL,55.1
13285,CASTHMA,10.8
13277,CASTHMA,10.7
15005,DENTAL,65.2
16057,DIABETES,7.8
13225,DIABETES,14.9
13185,DENTAL,55.5
17035,BPHIGH,37.2
13187,ACCESS2,11.4
17035,CHECKUP,78.8
16011,BPHIGH,33.0
17131,DENTAL,62.8
13297,DENTAL,57.3
16053,CASTHMA,10.8
13275,DIABETES,13.1
17111,DIABETES,8.8
16069,DIABETES,8.8
17133,DIABETES,10.1
13205,CASTHMA,11.2
16041,HIGHCHOL,31.2
17165,HIGHCHOL,32.0
13233,ACCESS2,16.6
13245,HIGHCHOL,35.0
13231,BPHIGH,36.6
17003,CASTHMA,11.7
15007,DIABETES,12.0
17069,CHECKUP,74.9
17063,CHECKUP,77.2
16067,DENTAL,58.1
13301,BPHIGH,42.7
13283,BPHIGH,44.3
16085,CHECKUP,77.1
17089,BPHIGH,30.4
16043,ACCESS2,11.3
17049,ACCESS2,7.6
13193,CHECKUP,78.2
15001,HIGHCHOL,35.0
13245,ACCESS2,14.6
13265,CASTHMA,11.1
17153,HIGHCHOL,39.4
16003,ACCESS2,10.9
13275,ACCESS2,13.4
17119,DENTAL,65.7
17015,CASTHMA,10.3
17177,ACCESS2,8.2
13299,DENTAL,49.5
16057,HIGHCHOL,28.2
17177,DIABETES,13.9
17169,BPHIGH,34.1
13217,ACCESS2,13.0
17149,ACCESS2,9.0
17191,CASTHMA,10.7
13319,HIGHCHOL,33.9
17197,BPHIGH,32.0
17099,ACCESS2,9.3
13201,CHECKUP,77.2
17165,CASTHMA,11.0
13253,CASTHMA,10.8
16051,DENTAL,65.1
16029,DENTAL,66.6
13299,CASTHMA,10.9
13223,BPHIGH,33.9
17129,CASTHMA,10.4
13229,ACCESS2,14.5
17197,DIABETES,9.5
17047,CASTHMA,10.8
16087,ACCESS2,14.1
13273,DIABETES,21.2
13219,HIGHCHOL,32.3
17039,BPHIGH,31.2
17175,BPHIGH,31.5
16017,BPHIGH,28.2
17001,DENTAL,63.2
16057,CHECKUP,72.8
16065,DIABETES,10.7
17037,CHECKUP,75.6
17169,HIGHCHOL,39.9
13273,CHECKUP,78.6
17045,CHECKUP,75.1
17149,DIABETES,10.4
17161,CASTHMA,10.6
16083,ACCESS2,13.2
17107,CASTHMA,10.4
16001,CHECKUP,75.1
13209,BPHIGH,38.8
13191,BPHIGH,40.4
17065,ACCESS2,8.3
13291,HIGHCHOL,45.1
17033,CHECKUP,78.0
17141,CASTHMA,10.2
13275,DENTAL,56.3
13289,DENTAL,54.0
16013,DIABETES,7.7
13241,HIGHCHOL,34.5
16075,BPHIGH,30.4
13285,DIABETES,13.3
13255,DENTAL,53.0
16071,ACCESS2,8.9
16029,HIGHCHOL,34.0
16017,CASTHMA,10.9
13207,HIGHCHOL,39.1
13277,HIGHCHOL,38.4
16053,DIABETES,12.6
13267,DENTAL,48.7
17085,HIGHCHOL,31.1
17151,DIABETES,14.9
13321,CHECKUP,79.5
17099,CHECKUP,75.4
17077,ACCESS2,8.7
17045,BPHIGH,32.6
13173,HIGHCHOL,34.8
13177,HIGHCHOL,36.6
17189,ACCESS2,7.2
13201,ACCESS2,14.2
16049,ACCESS2,10.5
13259,ACCESS2,28.1
13215,DIABETES,14.1
17185,CHECKUP,75.3
16055,CHECKUP,73.8
13213,CHECKUP,76.0
16005,CASTHMA,11.2
13249,DENTAL,55.6
17153,DENTAL,51.4
13281,DIABETES,15.9
17033,ACCESS2,8.7
17113,CHECKUP,77.0
16073,DIABETES,11.1
17195,CASTHMA,10.3
17027,CHECKUP,75.8
16001,DIABETES,9.0
13269,BPHIGH,48.6
17091,DIABETES,11.3
17117,DENTAL,59.8
16081,BPHIGH,29.7
17197,ACCESS2,9.5
17077,CASTHMA,10.8
17085,DIABETES,13.2
17147,DIABETES,10.9
13283,DIABETES,16.1
17105,DENTAL,61.5
13223,CHECKUP,77.7
13311,ACCESS2,11.5
13205,HIGHCHOL,33.6
15003,CHECKUP,76.2
17099,DIABETES,12.4
17107,CHECKUP,75.7
16083,CASTHMA,11.1
17017,BPHIGH,32.7
13319,ACCESS2,13.9
16069,CHECKUP,76.2
17031,DIABETES,11.8
17155,CASTHMA,10.1
17143,ACCESS2,8.1
16041,DENTAL,63.0
17009,CHECKUP,75.0
17019,CHECKUP,75.0
17049,CHECKUP,77.9
16069,ACCESS2,9.9
17077,CHECKUP,77.7
17043,CHECKUP,78.5
13277,BPHIGH,38.5
13211,DIABETES,12.9
13315,HIGHCHOL,39.8
13267,CASTHMA,10.4
17171,HIGHCHOL,31.5
13283,CHECKUP,77.9
13245,DIABETES,15.9
17119,CASTHMA,10.6
13171,CHECKUP,77.2
16003,DENTAL,63.2
13269,CHECKUP,80.2
13181,DENTAL,57.1
13275,CHECKUP,80.7
17013,DENTAL,65.9
16063,HIGHCHOL,33.2
17189,DIABETES,9.0
17177,BPHIGH,32.4
16035,HIGHCHOL,28.4
13251,CASTHMA,11.1
16009,CASTHMA,11.8
16063,DENTAL,58.3
17087,CHECKUP,77.2
17149,CHECKUP,78.7
17111,CASTHMA,9.6
13225,CHECKUP,78.6
17159,HIGHCHOL,38.5
16021,BPHIGH,28.8
15007,CHECKUP,71.2
17081,CASTHMA,10.7
17005,DENTAL,54.0
16057,ACCESS2,8.2
17027,DIABETES,11.3
17163,HIGHCHOL,36.5
17067,DENTAL,65.4
17147,CHECKUP,75.7
16031,CASTHMA,10.6
16059,HIGHCHOL,29.2
13211,ACCESS2,10.6
13187,DIABETES,11.5
17189,DENTAL,63.9
13215,CHECKUP,79.3
17109,BPHIGH,34.1
17133,HIGHCHOL,31.2
13289,CASTHMA,11.2
17029,CASTHMA,10.9
17127,DENTAL,59.4
16053,CHECKUP,70.8
13179,DIABETES,11.6
17137,DIABETES,12.6
13195,DENTAL,53.3
17137,ACCESS2,8.6
13181,CASTHMA,10.7
13225,CASTHMA,10.6
16053,ACCESS2,20.4
13257,HIGHCHOL,33.9
16037,CHECKUP,78.3
13301,DENTAL,50.1
13219,DIABETES,10.1
13267,ACCESS2,18.9
16049,DENTAL,58.6
13297,CASTHMA,10.3
13271,DIABETES,17.6
13227,CASTHMA,10.1
17159,DENTAL,62.2
16015,CHECKUP,71.9
17045,DENTAL,59.9
17137,HIGHCHOL,31.7
17067,CASTHMA,10.5
17017,CASTHMA,10.2
16087,CASTHMA,11.1
13199,ACCESS2,15.5
16081,CHECKUP,72.8
13273,ACCESS2,17.6
16001,ACCESS2,8.5
17071,BPHIGH,41.8
17151,CHECKUP,75.4
17103,HIGHCHOL,31.4
17037,ACCESS2,9.5
17027,HIGHCHOL,36.9
16083,DIABETES,9.9
13295,CHECKUP,75.3
13215,ACCESS2,14.3
17047,CHECKUP,75.0
16001,DENTAL,71.7
17139,CHECKUP,77.3
13317,BPHIGH,39.5
16007,BPHIGH,28.2
13287,DENTAL,47.2
13195,HIGHCHOL,34.3
16043,DIABETES,10.5
17141,DENTAL,59.7
17029,CHECKUP,77.1
13217,BPHIGH,40.4
17015,DENTAL,63.3
16003,BPHIGH,40.7
16051,DIABETES,8.7
13305,BPHIGH,42.7
13303,CHECKUP,78.3
17059,DENTAL,56.5
13197,CASTHMA,11.0
16005,DIABETES,9.1
16071,BPHIGH,28.0
17135,CHECKUP,78.0
16051,CASTHMA,10.7
13223,DENTAL,60.4
13185,CASTHMA,10.7
13321,DENTAL,55.0
17097,CHECKUP,76.9
13303,CASTHMA,11.1
16085,BPHIGH,39.0
17131,HIGHCHOL,38.3
17065,DENTAL,60.5
13231,ACCESS2,11.4
13309,HIGHCHOL,38.4
13263,HIGHCHOL,43.4
17143,CASTHMA,10.6
17049,BPHIGH,35.2
17123,HIGHCHOL,39.8
17175,CHECKUP,78.9
13243,CHECKUP,79.6
13201,DIABETES,17.8
15009,CHECKUP,74.2
17185,DENTAL,60.7
16035,DIABETES,13.1
13169,BPHIGH,35.6
17055,BPHIGH,32.7
13297,HIGHCHOL,33.0
17061,CHECKUP,74.7
17115,CHECKUP,79.3
17007,DENTAL,60.3
17163,ACCESS2,7.8
17177,CHECKUP,76.2
13219,ACCESS2,7.5
17021,CASTHMA,10.4
13267,DIABETES,15.0
17033,HIGHCHOL,38.0
13239,BPHIGH,42.6
13225,ACCESS2,13.7
16071,BPHIGH,33.2
17041,HIGHCHOL,37.2
13305,HIGHCHOL,34.7
13237,DENTAL,56.9
13173,ACCESS2,16.6
17197,CHECKUP,77.5
17101,HIGHCHOL,37.1
17013,CASTHMA,10.1
17047,DIABETES,14.1
13285,ACCESS2,14.2
17131,BPHIGH,31.0
17093,HIGHCHOL,32.5
17163,DIABETES,13.1
17173,HIGHCHOL,39.5
13265,DENTAL,51.3
17185,ACCESS2,7.9
13187,HIGHCHOL,33.6
17115,CASTHMA,10.8
16085,ACCESS2,9.7
16029,BPHIGH,32.5
16039,CASTHMA,10.7
13301,HIGHCHOL,41.2
17151,ACCESS2,7.1
17077,DIABETES,11.8
17181,CHECKUP,78.8
17079,HIGHCHOL,38.9
13271,ACCESS2,22.8
13281,ACCESS2,11.0
16043,HIGHCHOL,27.9
16017,DENTAL,66.4
13311,CASTHMA,10.0
17091,ACCESS2,10.3
17129,DIABETES,9.0
16021,HIGHCHOL,36.7
17079,DENTAL,66.2
13253,CHECKUP,81.4
13301,CHECKUP,81.7
17173,CHECKUP,79.4
16063,BPHIGH,32.1
17121,DENTAL,57.0
16055,DENTAL,66.8
17113,BPHIGH,31.2
17011,CASTHMA,10.2
16061,CASTHMA,11.7
13193,DIABETES,21.1
13247,DENTAL,56.0
17005,ACCESS2,9.2
17037,BPHIGH,30.4
16025,CASTHMA,10.7
17071,CHECKUP,80.6
15009,HIGHCHOL,28.5
17103,ACCESS2,9.1
16033,BPHIGH,31.0
13173,BPHIGH,41.5
17093,DIABETES,9.1
16079,ACCESS2,11.3
17187,DIABETES,10.3
17037,DIABETES,10.6
13255,CHECKUP,77.0
13315,DIABETES,15.2
13277,ACCESS2,16.5
13241,DENTAL,61.3
16053,CASTHMA,10.7
16023,DENTAL,59.5
13293,ACCESS2,14.1
17143,CHECKUP,76.6
17071,CASTHMA,10.5
17187,ACCESS2,10.1
17083,HIGHCHOL,37.5
15009,ACCESS2,6.3
17033,DIABETES,9.9
17095,BPHIGH,38.7
13173,DENTAL,47.4
13179,HIGHCHOL,33.9
17055,DIABETES,10.9
13319,CASTHMA,11.1
17153,CHECKUP,80.0
13233,CASTHMA,10.5
13291,BPHIGH,45.0
16043,ACCESS2,11.6
16085,HIGHCHOL,37.4
13247,HIGHCHOL,32.8
16025,DENTAL,69.9
17043,DENTAL,70.1
17195,CHECKUP,75.0
17133,CHECKUP,76.2
17037,DENTAL,63.7
13259,DIABETES,18.4
13305,ACCESS2,16.7
16033,CHECKUP,71.1
17057,DENTAL,58.7
17135,BPHIGH,32.0
17165,BPHIGH,39.2
16047,CHECKUP,73.6
13317,HIGHCHOL,42.5
17141,ACCESS2,8.9
13295,DENTAL,54.4
17171,ACCESS2,7.3
17095,DIABETES,10.9
16067,BPHIGH,31.2
17181,BPHIGH,33.0
16061,HIGHCHOL,30.0
17075,BPHIGH,32.8
13205,DENTAL,48.1
17183,CASTHMA,10.9
17183,CHECKUP,79.6
17005,CHECKUP,77.2
17019,DENTAL,60.4
17061,BPHIGH,32.3
17021,DENTAL,59.7
13199,DENTAL,51.3
13245,CASTHMA,11.5
13291,DENTAL,61.2
17183,ACCESS2,10.2
13221,ACCESS2,13.5
13269,DENTAL,44.6
16079,BPHIGH,37.4
13213,BPHIGH,36.8
17119,BPHIGH,35.5
17083,CHECKUP,75.5
16063,ACCESS2,17.7
17053,BPHIGH,31.9
13257,DENTAL,56.4
17029,ACCESS2,8.2
13297,ACCESS2,12.9
16015,BPHIGH,28.1
17075,CHECKUP,74.7
13263,DIABETES,16.0
17041,CHECKUP,77.3
17153,BPHIGH,45.3
13295,BPHIGH,34.5
17085,BPHIGH,40.4
17051,DENTAL,61.1
13175,CASTHMA,11.1
17155,CHECKUP,75.3
16073,HIGHCHOL,35.7
13291,DIABETES,10.2
17147,CASTHMA,10.1
13229,BPHIGH,35.4
13189,DENTAL,55.1
17001,CHECKUP,75.7
13189,CASTHMA,11.0
17135,HIGHCHOL,37.6
16013,ACCESS2,10.5
16075,ACCESS2,13.5
13309,DENTAL,43.2
13261,DENTAL,50.6
16041,BPHIGH,30.9
17167,BPHIGH,32.2
16033,DENTAL,58.0
15005,BPHIGH,46.6
13225,BPHIGH,38.1
13259,ACCESS2,26.7
17145,ACCESS2,10.6
13193,ACCESS2,20.2
16061,DIABETES,15.1
17043,BPHIGH,30.7
16045,BPHIGH,28.3
17107,ACCESS2,8.8
16063,DIABETES,10.4
17023,CASTHMA,10.5
17145,CHECKUP,77.6
17039,CHECKUP,75.3
17061,DENTAL,59.1
13313,DIABETES,14.1
13279,DIABETES,15.5
13195,ACCESS2,15.5
17023,DENTAL,65.8
16059,BPHIGH,39.6
15009,HIGHCHOL,35.3
13283,HIGHCHOL,35.5
17053,DENTAL,63.0
13305,CASTHMA,10.8
17089,HIGHCHOL,30.3
16077,CHECKUP,73.1
17123,CHECKUP,79.3
16011,DENTAL,64.5
16029,DENTAL,66.9
17127,HIGHCHOL,31.9
17191,ACCESS2,9.0
17051,ACCESS2,10.1
17167,DENTAL,62.1
16051,HIGHCHOL,32.5
17035,DENTAL,62.4
17069,BPHIGH,32.9
13243,BPHIGH,45.9
17157,CHECKUP,75.2
16059,DENTAL,66.1
17039,DIABETES,12.2
17009,BPHIGH,35.9
13271,HIGHCHOL,41.3
16045,CASTHMA,10.7
16083,BPHIGH,28.4
17063,DENTAL,67.2
13305,DENTAL,50.5
17085,ACCESS2,7.5
16009,DIABETES,10.0
13281,CHECKUP,75.8
17079,CHECKUP,78.9
13247,DIABETES,17.0
17063,HIGHCHOL,35.3
13279,HIGHCHOL,34.3
13247,CASTHMA,11.1
13173,DIABETES,14.6
13209,CHECKUP,77.0
16059,CHECKUP,70.5
13187,CASTHMA,10.0
15001,CHECKUP,75.5
17051,DIABETES,11.0
13229,CASTHMA,10.5
17115,BPHIGH,39.2
13185,BPHIGH,37.3
13231,HIGHCHOL,38.5
17025,DIABETES,13.9
13261,ACCESS2,14.9
16021,CHECKUP,75.4
17191,CHECKUP,75.1
13263,CHECKUP,82.8
13219,CASTHMA,9.0
13265,HIGHCHOL,33.4
13255,DENTAL,51.9
13315,ACCESS2,18.1
17131,CHECKUP,78.8
16073,CASTHMA,11.1
13251,ACCESS2,14.3
17135,DENTAL,58.2
13313,BPHIGH,33.5
17087,DENTAL,58.8
17093,CHECKUP,76.8
17121,BPHIGH,32.8
13217,CHECKUP,79.9
13303,DENTAL,50.1
16043,CASTHMA,10.5
16075,DIABETES,11.8
17127,BPHIGH,32.7
13209,ACCESS2,14.6
13259,CHECKUP,75.1
13289,HIGHCHOL,34.0
16037,HIGHCHOL,40.8
13235,DENTAL,52.0
16033,ACCESS2,19.5
16025,DIABETES,8.4
17081,ACCESS2,8.4
13283,HIGHCHOL,40.8
17071,DENTAL,63.5
15001,ACCESS2,7.0
16043,DENTAL,65.5
17161,HIGHCHOL,31.4
16063,CHECKUP,72.2
17019,BPHIGH,28.7
17105,BPHIGH,36.6
13217,HIGHCHOL,36.3
16007,HIGHCHOL,35.8
13207,DIABETES,10.9
16031,ACCESS2,15.8
17195,DENTAL,63.6
13177,DIABETES,10.7
16023,BPHIGH,31.8
13251,DIABETES,17.8
16019,DIABETES,9.4
16081,DENTAL,69.2
13293,DIABETES,16.3
17109,DENTAL,57.9
17007,HIGHCHOL,31.6
17115,ACCESS2,8.4
13175,BPHIGH,40.8
17093,ACCESS2,9.1
17087,HIGHCHOL,37.1
13217,DENTAL,56.4
13215,HIGHCHOL,35.8
17075,DENTAL,61.2
17029,HIGHCHOL,31.3
16075,CHECKUP,70.5
13307,CASTHMA,11.2
13313,CHECKUP,75.3
16071,DENTAL,67.1
13233,HIGHCHOL,34.0
17117,CASTHMA,10.7
16031,DIABETES,11.0
13187,DENTAL,60.5
13189,BPHIGH,39.4
17153,DIABETES,14.5
13223,CHECKUP,77.2
13307,DENTAL,48.8
17107,CHECKUP,77.7
13279,ACCESS2,16.6
13257,CASTHMA,10.6
17041,ACCESS2,9.7
17075,CASTHMA,10.7
17139,DENTAL,61.3
13293,CHECKUP,76.4
17105,CHECKUP,75.1
17069,HIGHCHOL,32.2
17195,HIGHCHOL,32.1
17121,CASTHMA,10.8
16035,CASTHMA,10.5
17155,DIABETES,12.1
17133,BPHIGH,33.9
16087,DIABETES,10.7
15001,BPHIGH,31.0
15007,ACCESS2,6.3
17051,CASTHMA,10.5
17025,ACCESS2,9.0
13315,CHECKUP,78.3
13263,ACCESS2,16.4
13195,BPHIGH,40.0
13311,HIGHCHOL,33.5
16037,DENTAL,65.3
13209,DIABETES,15.4
17039,ACCESS2,7.7
17073,DENTAL,64.3
17163,BPHIGH,35.1
13253,HIGHCHOL,42.6
16047,ACCESS2,18.5
17149,CHECKUP,75.2
17143,DIABETES,12.6
17083,DENTAL,61.6
13191,CASTHMA,11.1
13237,HIGHCHOL,33.2
16009,BPHIGH,38.0
17171,CHECKUP,75.4
16027,BPHIGH,30.9
16035,ACCESS2,11.0
17029,DIABETES,11.4
16005,BPHIGH,31.0
13267,HIGHCHOL,39.1
13289,BPHIGH,47.8
16045,DIABETES,11.5
16059,CASTHMA,11.2
13315,CASTHMA,10.2
17183,DIABETES,11.7
17169,CHECKUP,79.3
13261,CHECKUP,78.7
17059,CASTHMA,10.8
13181,CHECKUP,81.3
17023,ACCESS2,7.3
13193,HIGHCHOL,33.5
13231,CHECKUP,77.7
13259,CASTHMA,10.1
13197,DIABETES,18.7
15005,CHECKUP,60.2
17019,HIGHCHOL,32.2
16019,HIGHCHOL,29.8
17083,ACCESS2,6.9
17067,HIGHCHOL,32.1
13311,DIABETES,13.2
17171,DENTAL,66.3
13309,BPHIGH,42.5
17181,DIABETES,14.1
13221,DIABETES,11.4
17097,CHECKUP,75.1
13213,ACCESS2,16.4
13231,DIABETES,10.2
17067,BPHIGH,39.6
17011,HIGHCHOL,31.7
13247,ACCESS2,13.6
13243,DENTAL,41.1
17141,DIABETES,12.2
17035,HIGHCHOL,38.7
13207,CASTHMA,10.1
13213,DIABETES,13.3
15005,CASTHMA,8.6
16011,DIABETES,10.1
16017,HIGHCHOL,28.4
13293,CASTHMA,10.9
16037,BPHIGH,29.5
17135,CASTHMA,10.3
16051,ACCESS2,10.2
13241,CASTHMA,9.9
17041,DIABETES,9.8
13275,BPHIGH,43.2
17173,BPHIGH,38.9
13309,CASTHMA,10.0
15001,DIABETES,9.6
13199,HIGHCHOL,40.1
13201,CASTHMA,11.3
17043,ACCESS2,7.2
16045,CHECKUP,71.9
16047,CASTHMA,10.7
16083,HIGHCHOL,25.9
16069,HIGHCHOL,34.0
13309,DIABETES,15.1
17153,ACCESS2,11.7
16077,BPHIGH,33.6
13249,CHECKUP,79.0
13269,HIGHCHOL,41.9
17125,DENTAL,63.3
17129,HIGHCHOL,38.5
13177,ACCESS2,10.8
13167,BPHIGH,43.0
16047,DIABETES,11.0
17123,CASTHMA,10.6
16037,CASTHMA,10.5
16055,HIGHCHOL,34.1
17007,CASTHMA,10.0
13303,ACCESS2,15.7
17175,ACCESS2,7.8
13195,CHECKUP,77.6
17027,BPHIGH,35.5
13171,BPHIGH,36.2
17055,ACCESS2,9.2
17187,DENTAL,59.5
17009,DIABETES,11.7
16029,CHECKUP,73.6
13315,HIGHCHOL,34.5
17009,DENTAL,54.0
13271,CASTHMA,10.7
17047,BPHIGH,32.9
13321,DENTAL,53.9
13291,ACCESS2,12.0
17159,CASTHMA,10.5
17123,DENTAL,60.3
17135,CHECKUP,75.0
17025,HIGHCHOL,32.4
17075,DIABETES,13.9
17069,DIABETES,14.7
17021,ACCESS2,8.7
17085,CHECKUP,81.1
17149,DENTAL,59.2
17141,HIGHCHOL,31.4
17155,ACCESS2,7.4
13321,HIGHCHOL,40.6
16033,DIABETES,13.8
16077,ACCESS2,17.5
17167,HIGHCHOL,36.2
16031,HIGHCHOL,29.4
17039,CASTHMA,10.4
16057,CASTHMA,10.7
13179,CHECKUP,78.7
13305,DIABETES,14.1
13317,DENTAL,50.5
17073,CASTHMA,10.2
17047,ACCESS2,8.9
13291,CHECKUP,81.8
13175,BPHIGH,45.3
17025,HIGHCHOL,39.4
13211,ACCESS2,11.2
17083,DIABETES,11.7
13267,DIABETES,16.0
13269,HIGHCHOL,34.2
17097,BPHIGH,32.4
17093,DENTAL,68.8
17181,HIGHCHOL,39.3
13199,HIGHCHOL,33.0
13263,CASTHMA,11.6
17121,DIABETES,13.3
17169,CASTHMA,10.5
13251,DENTAL,50.7
17197,CHECKUP,76.1
16057,DIABETES,8.4
17089,DIABETES,10.1
17125,CASTHMA,10.5
13179,BPHIGH,34.3
15001,CASTHMA,11.4
17067,HIGHCHOL,40.3
17129,HIGHCHOL,31.5
16031,CASTHMA,10.6
13295,DIABETES,11.1
17019,DENTAL,61.1
17053,CHECKUP,75.3
17111,HIGHCHOL,30.7
13267,ACCESS2,18.7
13311,CASTHMA,9.9
17127,HIGHCHOL,39.3
17059,HIGHCHOL,31.9
13227,ACCESS2,12.1
17091,ACCESS2,9.9
16027,DENTAL,62.5
13175,CHECKUP,78.0
17137,ACCESS2,9.0
16013,CASTHMA,9.9
17119,BPHIGH,31.5
17125,HIGHCHOL,31.7
17189,CHECKUP,75.5
17049,CHECKUP,75.3
17193,ACCESS2,9.5
16087,CASTHMA,11.3
13239,DENTAL,52.8
17011,CHECKUP,79.3
17077,DIABETES,11.6
17069,CHECKUP,79.9
13313,DENTAL,51.3
17011,HIGHCHOL,39.1
13261,DIABETES,16.7
16003,ACCESS2,9.8
13261,HIGHCHOL,38.5
16079,DIABETES,13.5
16037,BPHIGH,40.3
17021,DIABETES,12.3
13229,CHECKUP,75.2
13193,DIABETES,18.5
17103,ACCESS2,9.6
17163,BPHIGH,39.0
16043,CHECKUP,73.4
17175,DIABETES,12.7
17139,CHECKUP,74.6
13287,DENTAL,47.9
17073,HIGHCHOL,31.1
13197,CASTHMA,10.8
17015,DENTAL,62.6
16051,DIABETES,9.1
13183,ACCESS2,16.5
16077,BPHIGH,30.4
13215,ACCESS2,14.2
17101,DENTAL,53.7
13273,DENTAL,45.7
17179,CHECKUP,78.7
17139,DIABETES,11.6
17159,CHECKUP,75.3
17069,ACCESS2,9.2
13179,BPHIGH,39.1
16043,DIABETES,9.0
16049,CHECKUP,69.9
17121,ACCESS2,8.3
13213,DENTAL,54.7
13285,BPHIGH,40.5
17003,DIABETES,13.8
16061,BPHIGH,42.3
16069,BPHIGH,35.7
17035,ACCESS2,7.1
17015,HIGHCHOL,39.0
16011,CHECKUP,73.6
17043,CASTHMA,8.9
17141,HIGHCHOL,37.8
16013,CHECKUP,72.0
13181,DENTAL,58.9
17003,ACCESS2,11.1
17173,BPHIGH,31.1
17137,DENTAL,60.1
13215,HIGHCHOL,32.9
13257,DIABETES,12.1
15003,DIABETES,10.5
13289,CASTHMA,11.0
13243,CHECKUP,83.5
13235,BPHIGH,38.2
15003,DENTAL,69.1
16025,ACCESS2,10.9
17001,CASTHMA,10.3
16029,ACCESS2,9.9
13251,CASTHMA,11.0
13195,DIABETES,12.4
17087,CHECKUP,75.3
16023,BPHIGH,40.3
17029,HIGHCHOL,34.7
13267,CASTHMA,10.4
17013,CASTHMA,10.3
17171,BPHIGH,30.7
17137,DIABETES,10.3
13243,BPHIGH,54.6
17023,BPHIGH,36.8
17103,CASTHMA,10.2
17039,BPHIGH,37.2
17027,BPHIGH,30.8
17059,CHECKUP,79.5
16027,BPHIGH,29.5
17177,CHECKUP,80.2
17059,BPHIGH,41.6
17127,DENTAL,59.7
13179,DIABETES,13.9
13195,DENTAL,53.7
13197,HIGHCHOL,34.7
17175,CASTHMA,10.3
17073,DIABETES,11.9
16053,CHECKUP,71.8
17133,BPHIGH,28.2
17019,DIABETES,9.6
13303,CASTHMA,11.1
13185,CHECKUP,77.8
16045,DENTAL,65.8
13207,CHECKUP,76.8
17077,HIGHCHOL,31.9
17115,CASTHMA,11.0
17107,HIGHCHOL,31.4
13245,CHECKUP,79.4
16015,CHECKUP,78.1
13197,DENTAL,49.6
13297,CASTHMA,10.3
13183,CASTHMA,10.6
17139,ACCESS2,8.4
13299,DIABETES,16.8
17017,CASTHMA,10.2
17135,ACCESS2,8.6
17115,BPHIGH,33.7
16015,HIGHCHOL,29.0
17151,ACCESS2,8.2
13321,HIGHCHOL,33.7
13225,ACCESS2,14.4
13227,DIABETES,10.3
17125,DIABETES,13.3
17035,DIABETES,11.9
13281,ACCESS2,9.8
17121,HIGHCHOL,31.5
17045,HIGHCHOL,39.8
17053,DENTAL,61.3
17115,DENTAL,59.8
16073,BPHIGH,35.8
13189,DENTAL,54.5
17167,ACCESS2,7.1
16077,DENTAL,58.8
13253,DENTAL,54.3
17129,DIABETES,11.7
13295,CHECKUP,78.0
17149,BPHIGH,39.4
17111,CASTHMA,9.6
17105,DENTAL,59.6
13169,HIGHCHOL,33.3
13311,ACCESS2,12.3
17191,HIGHCHOL,32.2
17031,DIABETES,10.7
17133,CASTHMA,9.9
16041,DENTAL,61.7
16027,CHECKUP,71.6
13215,DIABETES,15.0
16027,CASTHMA,10.8
13181,BPHIGH,37.9
13253,HIGHCHOL,33.8
16061,DIABETES,10.5
13231,ACCESS2,10.9
15007,CHECKUP,75.3
13211,DIABETES,10.1
16015,ACCESS2,8.7
13309,ACCESS2,19.2
13303,BPHIGH,42.8
17065,DENTAL,59.5
13275,CHECKUP,78.3
13245,DIABETES,16.7
13285,HIGHCHOL,32.3
17005,DENTAL,55.1
17195,CHECKUP,78.5
16079,CASTHMA,11.3
17055,DENTAL,56.3
17147,CASTHMA,10.0
17105,BPHIGH,31.5
17069,DENTAL,56.5
16057,ACCESS2,8.4
