NAME,B19013_001E,B27001_001E,B01003_001E,state,county
"Maui County, Hawaii",97161,162888,164522,15,009
"Ada County, Idaho",91502,509534,518935,16,001
"Adams County, Idaho",61808,4717,4744,16,003
"Bannock County, Idaho",66499,88317,89454,16,005
"Bear Lake County, Idaho",75260,6593,6650,16,007
"Benewah County, Idaho",59794,10055,10142,16,009
"Bingham County, Idaho",77878,49147,49664,16,011
"Blaine County, Idaho",92566,24828,24951,16,013
"Boise County, Idaho",78774,8246,8273,16,015
"Bonner County, Idaho",66979,50655,51049,16,017
"Bonneville County, Idaho",79068,127982,129523,16,019
"Boundary County, Idaho",67237,13062,13172,16,021
"Butte County, Idaho",53015,2665,2684,16,023
"Camas County, Idaho",57955,1124,1124,16,025
"Canyon County, Idaho",76488,248987,250790,16,027
"Caribou County, Idaho",68782,7079,7162,16,029
"Cassia County, Idaho",70830,25162,25483,16,031
"Clark County, Idaho",55208,843,849,16,033
"Clearwater County, Idaho",60000,8296,9012,16,035
"Custer County, Idaho",67574,4418,4470,16,037
"Elmore County, Idaho",65359,25730,29321,16,039
"Franklin County, Idaho",71950,15007,15056,16,041
"Fremont County, Idaho",72683,13422,13943,16,043
"Gem County, Idaho",64605,20346,20614,16,045
"Gooding County, Idaho",63559,15836,15931,16,047
"Idaho County, Idaho",66325,16923,17432,16,049
"Jefferson County, Idaho",86679,32990,33154,16,051
"Jerome County, Idaho",71724,24996,25173,16,053
"Kootenai County, Idaho",81861,180570,181996,16,055
"Latah County, Idaho",65424,40816,41049,16,057
"Lemhi County, Idaho",53202,8141,8249,16,059
"Lewis County, Idaho",51615,3665,3682,16,061
"Lincoln County, Idaho",71453,5311,5358,16,063
"Madison County, Idaho",60160,54305,54618,16,065
"Minidoka County, Idaho",70377,22161,22208,16,067
"Nez Perce County, Idaho",72599,41865,42697,16,069
"Oneida County, Idaho",74954,4726,4768,16,071
"Owyhee County, Idaho",64406,12341,12503,16,073
"Payette County, Idaho",67673,26547,26771,16,075
"Power County, Idaho",61146,8068,8133,16,077
"Shoshone County, Idaho",55527,13617,13785,16,079
"Teton County, Idaho",99805,12408,12425,16,081
"Twin Falls County, Idaho",67409,92721,93734,16,083
"Valley County, Idaho",76078,12251,12389,16,085
"Washington County, Idaho",54000,10972,11142,16,087
"Adams County, Illinois",66220,63688,64754,17,001
"Alexander County, Illinois",47043,4780,4875,17,003
"Bond County, Illinois",65959,15203,16716,17,005
"Boone County, Illinois",84571,52935,53230,17,007
"Brown County, Illinois",67917,4394,6322,17,009
"Bureau County, Illinois",69257,32444,32866,17,011
"Calhoun County, Illinois",93203,4254,4330,17,013
"Carroll County, Illinois",60758,13983,15576,17,015
"Cass County, Illinois",68125,12685,12784,17,017
"Champaign County, Illinois",63683,207090,208741,17,019
"Christian County, Illinois",62611,31840,33538,17,021
"Clark County, Illinois",72927,14976,15266,17,023
"Clay County, Illinois",60417,12867,13052,17,025
"Clinton County, Illinois",86588,34961,36954,17,027
"Coles County, Illinois",56478,45981,46777,17,029
"Cook County, Illinois",83498,5136506,5182090,17,031
"Crawford County, Illinois",71674,17268,18511,17,033
"Cumberland County, Illinois",73327,10199,10334,17,035
"DeKalb County, Illinois",70724,100030,100703,17,037
"De Witt County, Illinois",71678,15138,15373,17,039
"Douglas County, Illinois",77320,19498,19751,17,041
"DuPage County, Illinois",112096,923269,930024,17,043
"Edgar County, Illinois",59941,16189,16535,17,045
"Edwards County, Illinois",60519,6062,6075,17,047
"Effingham County, Illinois",80404,34161,34522,17,049
"Fayette County, Illinois",60944,20392,21315,17,051
"Ford County, Illinois",62439,12998,13406,17,053
"Franklin County, Illinois",56740,36853,37323,17,055
"Fulton County, Illinois",60599,30886,33020,17,057
"Gallatin County, Illinois",59219,4794,4819,17,059
"Greene County, Illinois",62192,11474,11683,17,061
"Grundy County, Illinois",92235,52930,53219,17,063
"Hamilton County, Illinois",65746,7847,7916,17,065
"Hancock County, Illinois",65865,17045,17281,17,067
"Hardin County, Illinois",54271,3513,3605,17,069
"Henderson County, Illinois",62227,6138,6193,17,071
"Henry County, Illinois",71911,47968,48643,17,073
"Iroquois County, Illinois",66255,26054,26449,17,075
"Jackson County, Illinois",48763,52468,53064,17,077
"Jasper County, Illinois",74755,9106,9180,17,079
"Jefferson County, Illinois",63118,35162,36550,17,081
"Jersey County, Illinois",80361,20917,21274,17,083
"Jo Daviess County, Illinois",73993,21648,21851,17,085
"Johnson County, Illinois",62528,11578,13376,17,087
"Kane County, Illinois",103163,513520,517255,17,089
"Kankakee County, Illinois",71281,105179,106635,17,091
"Kendall County, Illinois",111601,137282,137675,17,093
"Knox County, Illinois",57030,46672,49046,17,095
"Lake County, Illinois",110416,695389,714223,17,097
"LaSalle County, Illinois",73045,105924,108714,17,099
"Lawrence County, Illinois",55324,13579,15031,17,101
"Lee County, Illinois",70292,31444,33869,17,103
"Livingston County, Illinois",73790,33686,35565,17,105
"Logan County, Illinois",66358,25128,27713,17,107
"McDonough County, Illinois",52795,26542,26920,17,109
"McHenry County, Illinois",104802,311012,312591,17,111
"McLean County, Illinois",79905,170520,171556,17,113
"Macon County, Illinois",62666,100185,101849,17,115
"Macoupin County, Illinois",70805,43788,44350,17,117
"Madison County, Illinois",75793,261781,264238,17,119
"Marion County, Illinois",61240,36328,37000,17,121
"Marshall County, Illinois",71585,11375,11647,17,123
"Mason County, Illinois",62845,12556,12745,17,125
"Massac County, Illinois",65116,13683,13865,17,127
"Menard County, Illinois",82176,11985,12095,17,129
"Mercer County, Illinois",74182,15329,15495,17,131
"Monroe County, Illinois",102880,34738,35036,17,133
"Montgomery County, Illinois",63620,25725,27942,17,135
"Morgan County, Illinois",66306,31652,33021,17,137
"Moultrie County, Illinois",71784,14142,14424,17,139
"Ogle County, Illinois",82132,51004,51495,17,141
"Peoria County, Illinois",65108,177366,179645,17,143
"Perry County, Illinois",62118,18126,20639,17,145
"Piatt County, Illinois",94811,16604,16695,17,147
"Pike County, Illinois",59777,14143,14469,17,149
"Pope County, Illinois",60050,3637,3739,17,151
"Pulaski County, Illinois",42463,4850,5015,17,153
"Putnam County, Illinois",75590,5595,5601,17,155
"Randolph County, Illinois",68131,27353,30058,17,157
"Richland County, Illinois",62455,15384,15598,17,159
"Rock Island County, Illinois",67159,140270,142757,17,161
"St. Clair County, Illinois",73854,246845,253694,17,163
"Saline County, Illinois",53117,22794,23213,17,165
"Sangamon County, Illinois",75357,192831,194947,17,167
"Schuyler County, Illinois",65948,6692,6787,17,169
"Scott County, Illinois",66705,4895,4937,17,171
"Shelby County, Illinois",72095,20541,20720,17,173
"Stark County, Illinois",62878,5187,5308,17,175
"Stephenson County, Illinois",64043,42972,43768,17,177
"Tazewell County, Illinois",77982,127465,130290,17,179
"Union County, Illinois",55728,16604,16997,17,181
"Vermilion County, Illinois",56877,69729,72386,17,183
"Wabash County, Illinois",57086,11030,11119,17,185
"Warren County, Illinois",67385,16297,16447,17,187
"Washington County, Illinois",78224,13435,13627,17,189
"Wayne County, Illinois",55521,15889,15973,17,191
"White County, Illinois",54813,13324,13619,17,193
"Whiteside County, Illinois",67500,54165,54947,17,195
"Will County, Illinois",109984,695148,701462,17,197
"Williamson County, Illinois",65604,64755,66876,17,199
"Winnebago County, Illinois",65837,280116,283292,17,201
"Woodford County, Illinois",91483,37696,38312,17,203
"Adams County, Indiana",65289,35755,36227,18,001
"Allen County, Indiana",70737,388693,392378,18,003
"Bartholomew County, Indiana",79901,82656,83536,18,005
"Benton County, Indiana",65875,8670,8735,18,007
"Blackford County, Indiana",51326,11812,11950,18,009
"Boone County, Indiana",111250,74099,74718,18,011
"Brown County, Indiana",78528,15468,15606,18,013
"Carroll County, Indiana",65645,20429,20535,18,015
"Cass County, Indiana",56403,37021,37680,18,017
"Clark County, Indiana",74214,123029,124354,18,019
"Clay County, Indiana",70010,26018,26409,18,021
"Clinton County, Indiana",65019,32390,32944,18,023
"Crawford County, Indiana",49640,10435,10499,18,025
"Daviess County, Indiana",68503,33171,33658,18,027
"Dearborn County, Indiana",84735,50585,51094,18,029
"Decatur County, Indiana",69783,25980,26422,18,031
"DeKalb County, Indiana",74331,43381,43807,18,033
"Delaware County, Indiana",58127,110590,112280,18,035
"Dubois County, Indiana",75979,43021,43614,18,037
"Elkhart County, Indiana",68561,205322,207132,18,039
"Fayette County, Indiana",59321,23016,23334,18,041
"Floyd County, Indiana",79704,79705,80918,18,043
"Fountain County, Indiana",62542,16499,16617,18,045
"Franklin County, Indiana",78074,22969,23020,18,047
"Fulton County, Indiana",61360,20167,20312,18,049
"Gibson County, Indiana",67573,32540,33000,18,051
"Grant County, Indiana",53522,65579,66295,18,053
"Greene County, Indiana",62094,30688,31021,18,055
"Hamilton County, Indiana",121530,362323,365056,18,057
"Hancock County, Indiana",93186,83310,84037,18,059
"Harrison County, Indiana",74475,39416,39859,18,061
"Hendricks County, Indiana",101144,178220,183344,18,063
"Henry County, Indiana",63150,45899,48970,18,065
"Howard County, Indiana",64027,82597,83752,18,067
"Huntington County, Indiana",66301,36310,36798,18,069
"Jackson County, Indiana",70262,46020,46660,18,071
"Jasper County, Indiana",77314,32953,33234,18,073
"Jay County, Indiana",54969,20024,20229,18,075
"Jefferson County, Indiana",64577,31933,32998,18,077
"Jennings County, Indiana",69322,27313,27562,18,079
"Johnson County, Indiana",90454,163929,166315,18,081
"Knox County, Indiana",61237,35371,36007,18,083
"Kosciusko County, Indiana",75317,79816,80442,18,085
"LaGrange County, Indiana",84487,40649,40805,18,087
"Lake County, Indiana",71493,496403,500379,18,089
"LaPorte County, Indiana",71055,105213,111917,18,091
"Lawrence County, Indiana",66468,44522,45102,18,093
"Madison County, Indiana",63037,127971,131900,18,095
"Marion County, Indiana",66346,966891,975809,18,097
"Marshall County, Indiana",71808,45718,46284,18,099
"Martin County, Indiana",68594,9699,9830,18,101
"Miami County, Indiana",61139,33299,35712,18,103
"Monroe County, Indiana",65868,139920,140965,18,105
"Montgomery County, Indiana",71479,37852,38312,18,107
"Morgan County, Indiana",79429,71767,72659,18,109
"Newton County, Indiana",75481,13760,13922,18,111
"Noble County, Indiana",71723,46883,47495,18,113
"Ohio County, Indiana",70392,5952,5999,18,115
"Orange County, Indiana",65873,19512,19767,18,117
"Owen County, Indiana",62464,21368,21604,18,119
"Parke County, Indiana",68485,15442,16406,18,121
"Perry County, Indiana",61151,17880,19270,18,123
"Pike County, Indiana",71334,11960,12154,18,125
"Porter County, Indiana",87972,173196,174818,18,127
"Posey County, Indiana",78129,24843,25116,18,129
"Pulaski County, Indiana",62792,12299,12441,18,131
"Putnam County, Indiana",78378,35011,37280,18,133
"Randolph County, Indiana",60791,24061,24387,18,135
"Ripley County, Indiana",70573,28634,29095,18,137
"Rush County, Indiana",66473,16602,16739,18,139
"St. Joseph County, Indiana",66868,270275,273040,18,141
"Scott County, Indiana",56352,24172,24526,18,143
"Shelby County, Indiana",72190,44492,45265,18,145
"Spencer County, Indiana",74506,19751,19955,18,147
"Starke County, Indiana",63960,23313,23365,18,149
"Steuben County, Indiana",74911,34504,34726,18,151
"Sullivan County, Indiana",56204,18744,20780,18,153
"Switzerland County, Indiana",65343,9814,9909,18,155
"Tippecanoe County, Indiana",60636,187366,189071,18,157
"Tipton County, Indiana",76156,15153,15346,18,159
"Union County, Indiana",76424,6934,6985,18,161
"Vanderburgh County, Indiana",61648,177624,180117,18,163
"Vermillion County, Indiana",60200,15219,15421,18,165
"Vigo County, Indiana",52976,102431,106109,18,167
"Wabash County, Indiana",66806,29930,30844,18,169
"Warren County, Indiana",82425,8380,8464,18,171
"Warrick County, Indiana",89844,64365,65261,18,173
"Washington County, Indiana",64641,27873,28212,18,175
"Wayne County, Indiana",55692,65150,66397,18,177
"Wells County, Indiana",71957,27919,28420,18,179
"White County, Indiana",67303,24521,24717,18,181
"Whitley County, Indiana",78083,34355,34618,18,183
"Adair County, Iowa",68092,7291,7460,19,001
"Adams County, Iowa",71875,3565,3622,19,003
"Allamakee County, Iowa",70694,13863,14092,19,005
"Appanoose County, Iowa",54934,12047,12184,19,007
"Audubon County, Iowa",58229,5483,5599,19,009
"Benton County, Iowa",86962,25451,25724,19,011
"Black Hawk County, Iowa",66417,129411,131049,19,013
"Boone County, Iowa",83531,26225,26668,19,015
"Bremer County, Iowa",86784,24865,25204,19,017
"Buchanan County, Iowa",78236,20543,20694,19,019
"Buena Vista County, Iowa",71719,20436,20753,19,021
"Butler County, Iowa",73715,14061,14268,19,023
"Calhoun County, Iowa",64964,9163,9803,19,025
"Carroll County, Iowa",72930,20255,20594,19,027
"Cass County, Iowa",63013,12883,13096,19,029
"Cedar County, Iowa",80602,18081,18349,19,031
"Cerro Gordo County, Iowa",68189,42053,42632,19,033
"Cherokee County, Iowa",71269,11325,11600,19,035
"Chickasaw County, Iowa",75675,11672,11807,19,037
"Clarke County, Iowa",71641,9541,9662,19,039
"Clay County, Iowa",65428,16234,16461,19,041
"Clayton County, Iowa",67242,16802,17013,19,043
"Clinton County, Iowa",66981,45688,46268,19,045
"Crawford County, Iowa",67027,16103,16277,19,047
"Dallas County, Iowa",102379,107365,107968,19,049
"Davis County, Iowa",77194,9059,9157,19,051
"Decatur County, Iowa",59044,7667,7759,19,053
"Delaware County, Iowa",74989,17392,17558,19,055
"Des Moines County, Iowa",62928,38033,38487,19,057
"Dickinson County, Iowa",75432,17767,17990,19,059
"Dubuque County, Iowa",77630,97759,99030,19,061
"Emmet County, Iowa",63730,9042,9262,19,063
"Fayette County, Iowa",60165,18879,19288,19,065
"Floyd County, Iowa",68557,15128,15328,19,067
"Franklin County, Iowa",59894,9775,9956,19,069
"Fremont County, Iowa",71621,6374,6514,19,071
"Greene County, Iowa",63409,8595,8688,19,073
"Grundy County, Iowa",87205,12259,12384,19,075
"Guthrie County, Iowa",77711,10576,10688,19,077
"Hamilton County, Iowa",72432,14685,14886,19,079
"Hancock County, Iowa",70601,10463,10671,19,081
"Hardin County, Iowa",65069,16214,16639,19,083
"Harrison County, Iowa",79535,14386,14632,19,085
"Henry County, Iowa",67436,18789,20004,19,087
"Howard County, Iowa",67446,9288,9445,19,089
"Humboldt County, Iowa",71946,9474,9591,19,091
"Ida County, Iowa",63073,6742,6911,19,093
"Iowa County, Iowa",71223,16275,16507,19,095
"Jackson County, Iowa",74186,19200,19390,19,097
"Jasper County, Iowa",71311,36186,37954,19,099
"Jefferson County, Iowa",61620,15530,15705,19,101
"Johnson County, Iowa",74935,154873,156639,19,103
"Jones County, Iowa",73531,19767,20896,19,105
"Keokuk County, Iowa",62329,9814,9924,19,107
"Kossuth County, Iowa",67697,14264,14516,19,109
"Lee County, Iowa",62382,31735,32893,19,111
"Linn County, Iowa",77649,227866,230004,19,113
"Louisa County, Iowa",77354,10553,10678,19,115
"Lucas County, Iowa",61793,8637,8716,19,117
"Lyon County, Iowa",76746,11984,12162,19,119
"Madison County, Iowa",90855,16774,16926,19,121
"Mahaska County, Iowa",70940,21707,22021,19,123
"Marion County, Iowa",78680,33262,33642,19,125
"Marshall County, Iowa",73315,39127,40114,19,127
"Mills County, Iowa",90753,14291,14568,19,129
"Mitchell County, Iowa",71365,10376,10575,19,131
"Monona County, Iowa",68377,8393,8557,19,133
"Monroe County, Iowa",70996,7323,7513,19,135
"Montgomery County, Iowa",63666,10027,10214,19,137
"Muscatine County, Iowa",69396,41805,42559,19,139
"O'Brien County, Iowa",68356,13828,14126,19,141
"Osceola County, Iowa",69239,5987,6100,19,143
"Page County, Iowa",57953,14041,15131,19,145
"Palo Alto County, Iowa",72781,8691,8863,19,147
"Plymouth County, Iowa",83251,25406,25747,19,149
"Pocahontas County, Iowa",61875,6915,7046,19,151
"Polk County, Iowa",83576,497404,503175,19,153
"Pottawattamie County, Iowa",73602,91913,93424,19,155
"Poweshiek County, Iowa",67391,18268,18545,19,157
"Ringgold County, Iowa",73346,4460,4645,19,159
"Sac County, Iowa",73838,9536,9689,19,161
"Scott County, Iowa",78277,172974,174608,19,163
"Shelby County, Iowa",72738,11583,11778,19,165
"Sioux County, Iowa",86098,35835,36212,19,167
"Story County, Iowa",69685,99869,100466,19,169
"Tama County, Iowa",70781,16520,16868,19,171
"Taylor County, Iowa",67740,5770,5868,19,173
"Union County, Iowa",57772,11848,11993,19,175
"Van Buren County, Iowa",61161,7175,7241,19,177
"Wapello County, Iowa",64766,34856,35362,19,179
"Warren County, Iowa",94588,53781,54409,19,181
"Washington County, Iowa",75647,22216,22561,19,183
"Wayne County, Iowa",61964,6422,6532,19,185
"Webster County, Iowa",68975,35034,36886,19,187
"Winnebago County, Iowa",67642,10416,10583,19,189
"Winneshiek County, Iowa",79066,19664,19873,19,191
"Woodbury County, Iowa",73658,105058,106247,19,193
"Worth County, Iowa",78008,7274,7350,19,195
"Wright County, Iowa",67190,12640,12791,19,197
"Allen County, Kansas",60689,12336,12483,20,001
"Anderson County, Kansas",70614,7733,7834,20,003
"Atchison County, Kansas",61112,16020,16208,20,005
"Barber County, Kansas",61926,4029,4069,20,007
"Barton County, Kansas",58851,24756,25097,20,009
"Bourbon County, Kansas",59238,14208,14394,20,011
"Brown County, Kansas",62233,9245,9343,20,013
"Butler County, Kansas",81610,65205,68287,20,015
"Chase County, Kansas",56484,2418,2561,20,017
"Chautauqua County, Kansas",56438,3322,3370,20,019
"Cherokee County, Kansas",57668,18970,19151,20,021
"Cheyenne County, Kansas",55429,2589,2628,20,023
"Clark County, Kansas",63043,1936,1974,20,025
"Clay County, Kansas",66176,7769,8048,20,027
"Cloud County, Kansas",58770,8667,8898,20,029
"Coffey County, Kansas",70346,8185,8308,20,031
"Comanche County, Kansas",54545,1674,1729,20,033
"Cowley County, Kansas",57878,33221,34411,20,035
"Crawford County, Kansas",52844,38509,39008,20,037
"Decatur County, Kansas",53870,2672,2726,20,039
"Dickinson County, Kansas",68417,18078,18445,20,041
"Doniphan County, Kansas",74028,7402,7503,20,043
"Douglas County, Kansas",69746,119683,120302,20,045
"Edwards County, Kansas",52692,2726,2779,20,047
"Elk County, Kansas",64609,2444,2453,20,049
"Ellis County, Kansas",63084,28739,28920,20,051
"Ellsworth County, Kansas",65560,5318,6360,20,053
"Finney County, Kansas",73009,37843,38084,20,055
"Ford County, Kansas",70781,33628,34074,20,057
"Franklin County, Kansas",77207,25891,26106,20,059
"Geary County, Kansas",59317,30519,35815,20,061
"Gove County, Kansas",66029,2765,2799,20,063
"Graham County, Kansas",50650,2353,2389,20,065
"Grant County, Kansas",66476,7176,7229,20,067
"Gray County, Kansas",79122,5616,5701,20,069
"Greeley County, Kansas",80565,1280,1304,20,071
"Greenwood County, Kansas",60042,5850,5919,20,073
"Hamilton County, Kansas",70250,2460,2471,20,075
"Harper County, Kansas",53488,5283,5400,20,077
"Harvey County, Kansas",74368,33036,33756,20,079
"Haskell County, Kansas",66162,3591,3641,20,081
"Hodgeman County, Kansas",59955,1631,1652,20,083
"Jackson County, Kansas",75215,13165,13341,20,085
"Jefferson County, Kansas",81278,18130,18349,20,087
"Jewell County, Kansas",52634,2889,2916,20,089
"Johnson County, Kansas",109208,615815,620631,20,091
"Kearny County, Kansas",89135,3795,3864,20,093
"Kingman County, Kansas",59842,7049,7186,20,095
"Kiowa County, Kansas",75539,2350,2422,20,097
"Labette County, Kansas",56325,19439,19869,20,099
"Lane County, Kansas",54526,1453,1461,20,101
"Leavenworth County, Kansas",89218,76438,83123,20,103
"Lincoln County, Kansas",57500,2877,2923,20,105
"Linn County, Kansas",59069,9718,9767,20,107
"Logan County, Kansas",75662,2681,2707,20,109
"Lyon County, Kansas",59912,31786,32186,20,111
"McPherson County, Kansas",78851,29518,30205,20,113
"Marion County, Kansas",64695,11487,11754,20,115
"Marshall County, Kansas",68419,9809,9993,20,117
"Meade County, Kansas",71852,3822,3903,20,119
"Miami County, Kansas",89000,34396,34938,20,121
"Mitchell County, Kansas",64246,5663,5779,20,123
"Montgomery County, Kansas",55697,30543,30940,20,125
"Morris County, Kansas",58686,5237,5340,20,127
"Morton County, Kansas",66447,2545,2611,20,129
"Nemaha County, Kansas",77348,9912,10160,20,131
"Neosho County, Kansas",56618,15468,15656,20,133
"Ness County, Kansas",68616,2587,2653,20,135
"Norton County, Kansas",54050,4348,5359,20,137
"Osage County, Kansas",74467,15584,15744,20,139
"Osborne County, Kansas",63011,3354,3452,20,141
"Ottawa County, Kansas",74018,5711,5819,20,143
"Pawnee County, Kansas",63517,5402,6144,20,145
"Phillips County, Kansas",62123,4744,4813,20,147
"Pottawatomie County, Kansas",92325,25850,26204,20,149
"Pratt County, Kansas",66022,8940,9127,20,151
"Rawlins County, Kansas",67742,2480,2516,20,153
"Reno County, Kansas",60645,58727,61553,20,155
"Republic County, Kansas",56833,4579,4646,20,157
"Rice County, Kansas",63925,9201,9350,20,159
"Riley County, Kansas",61098,64705,71946,20,161
"Rooks County, Kansas",62500,4593,4813,20,163
"Rush County, Kansas",59970,2873,2947,20,165
"Russell County, Kansas",62392,6586,6679,20,167
"Saline County, Kansas",65422,52950,53668,20,169
"Scott County, Kansas",68839,4938,5027,20,171
"Sedgwick County, Kansas",69365,519793,528226,20,173
"Seward County, Kansas",63827,21328,21486,20,175
"Shawnee County, Kansas",67104,174551,178025,20,177
"Sheridan County, Kansas",73750,2397,2426,20,179
"Sherman County, Kansas",61750,5802,5858,20,181
"Smith County, Kansas",59135,3496,3552,20,183
"Stafford County, Kansas",64226,3877,3978,20,185
"Stanton County, Kansas",71700,2008,2038,20,187
"Stevens County, Kansas",64178,5062,5162,20,189
"Sumner County, Kansas",63951,21970,22353,20,191
"Thomas County, Kansas",71325,7764,7885,20,193
"Trego County, Kansas",81528,2728,2777,20,195
"Wabaunsee County, Kansas",76908,6904,7009,20,197
"Wallace County, Kansas",63207,1398,1417,20,199
"Washington County, Kansas",65482,5443,5533,20,201
"Wichita County, Kansas",79063,2069,2091,20,203
"Wilson County, Kansas",60677,8381,8505,20,205
"Woodson County, Kansas",50326,3067,3109,20,207
"Wyandotte County, Kansas",63631,166148,167654,20,209
"Adair County, Kentucky",53553,18850,19089,21,001
"Allen County, Kentucky",61403,21112,21293,21,003
"Anderson County, Kentucky",74488,24254,24353,21,005
"Ballard County, Kentucky",66164,7535,7654,21,007
"Barren County, Kentucky",50628,44319,44938,21,009
"Bath County, Kentucky",56541,12765,12851,21,011
"Bell County, Kentucky",31354,23046,23509,21,013
"Boone County, Kentucky",99414,138860,139841,21,015
"Bourbon County, Kentucky",61354,20129,20240,21,017
"Boyd County, Kentucky",61118,46075,47911,21,019
"Boyle County, Kentucky",61159,29289,30941,21,021
"Bracken County, Kentucky",66319,8415,8444,21,023
"Breathitt County, Kentucky",34808,13193,13276,21,025
"Breckinridge County, Kentucky",55843,20569,20881,21,027
"Bullitt County, Kentucky",80558,83710,84027,21,029
"Butler County, Kentucky",56092,12217,12393,21,031
"Caldwell County, Kentucky",59583,12456,12618,21,033
"Calloway County, Kentucky",52706,37893,38224,21,035
"Campbell County, Kentucky",77567,92315,93426,21,037
"Carlisle County, Kentucky",62439,4688,4762,21,039
"Carroll County, Kentucky",56466,10695,10954,21,041
"Carter County, Kentucky",51235,26082,26341,21,043
"Casey County, Kentucky",45510,15562,15914,21,045
"Christian County, Kentucky",55494,64098,72069,21,047
"Clark County, Kentucky",64348,36774,37192,21,049
"Clay County, Kentucky",40900,18569,19921,21,051
"Clinton County, Kentucky",44844,9066,9202,21,053
"Crittenden County, Kentucky",46656,8769,8979,21,055
"Cumberland County, Kentucky",40000,5869,5948,21,057
"Daviess County, Kentucky",68214,102283,103648,21,059
"Edmonson County, Kentucky",54937,12276,12355,21,061
"Elliott County, Kentucky",45776,6292,7307,21,063
"Estill County, Kentucky",46051,13939,14035,21,065
"Fayette County, Kentucky",69479,319452,323725,21,067
"Fleming County, Kentucky",49307,15265,15323,21,069
"Floyd County, Kentucky",41279,34594,35224,21,071
"Franklin County, Kentucky",65298,50863,51842,21,073
"Fulton County, Kentucky",38217,5929,6409,21,075
"Gallatin County, Kentucky",63346,8699,8769,21,077
"Garrard County, Kentucky",63087,17475,17568,21,079
"Grant County, Kentucky",69178,25136,25418,21,081
"Graves County, Kentucky",50772,36268,36630,21,083
"Grayson County, Kentucky",50757,26153,26707,21,085
"Green County, Kentucky",46798,11218,11369,21,087
"Greenup County, Kentucky",60751,35023,35501,21,089
"Hancock County, Kentucky",65464,8952,9034,21,091
"Hardin County, Kentucky",67647,107270,111942,21,093
"Harlan County, Kentucky",41693,25348,25772,21,095
"Harrison County, Kentucky",66442,18955,19140,21,097
"Hart County, Kentucky",52285,19342,19603,21,099
"Henderson County, Kentucky",58851,43551,44280,21,101
"Henry County, Kentucky",63347,15762,15856,21,103
"Hickman County, Kentucky",60867,4314,4439,21,105
"Hopkins County, Kentucky",56815,44184,45119,21,107
"Jackson County, Kentucky",40000,12981,13086,21,109
"Jefferson County, Kentucky",69866,774847,783022,21,111
"Jessamine County, Kentucky",74576,54238,54588,21,113
"Johnson County, Kentucky",44904,21918,22334,21,115
"Kenton County, Kentucky",80548,170211,171288,21,117
"Knott County, Kentucky",41761,13730,13830,21,119
"Knox County, Kentucky",32527,29315,29865,21,121
"Larue County, Kentucky",67067,14847,15107,21,123
"Laurel County, Kentucky",57771,61833,62983,21,125
"Lawrence County, Kentucky",46772,15994,16077,21,127
"Lee County, Kentucky",37568,6247,7339,21,129
"Leslie County, Kentucky",35934,9781,10079,21,131
"Letcher County, Kentucky",41793,20590,20808,21,133
"Lewis County, Kentucky",46838,12820,12965,21,135
"Lincoln County, Kentucky",52440,24307,24504,21,137
"Livingston County, Kentucky",58984,8852,8903,21,139
"Logan County, Kentucky",60382,27675,27986,21,141
"Lyon County, Kentucky",65066,7331,8900,21,143
"McCracken County, Kentucky",64373,66545,67564,21,145
"McCreary County, Kentucky",33750,15295,16867,21,147
"McLean County, Kentucky",65596,9047,9114,21,149
"Madison County, Kentucky",63351,94882,95769,21,151
"Magoffin County, Kentucky",33080,11227,11348,21,153
"Marion County, Kentucky",59627,19000,19749,21,155
"Marshall County, Kentucky",65831,31270,31743,21,157
"Martin County, Kentucky",37042,9603,11027,21,159
"Mason County, Kentucky",52178,16697,16956,21,161
"Meade County, Kentucky",74355,29383,30158,21,163
"Menifee County, Kentucky",45096,6174,6230,21,165
"Mercer County, Kentucky",64824,22808,23028,21,167
"Metcalfe County, Kentucky",51473,10354,10425,21,169
"Monroe County, Kentucky",51280,11164,11269,21,171
"Montgomery County, Kentucky",56396,28063,28395,21,173
"Morgan County, Kentucky",47913,12366,14053,21,175
"Muhlenberg County, Kentucky",51927,29358,30591,21,177
"Nelson County, Kentucky",69562,47264,47606,21,179
"Nicholas County, Kentucky",59531,7624,7708,21,181
"Ohio County, Kentucky",57798,23452,23735,21,183
"Oldham County, Kentucky",122497,65315,69257,21,185
"Owen County, Kentucky",61134,11233,11330,21,187
"Owsley County, Kentucky",22188,3892,3971,21,189
"Pendleton County, Kentucky",64669,14630,14723,21,191
"Perry County, Kentucky",42181,26906,27499,21,193
"Pike County, Kentucky",44312,55991,56727,21,195
"Powell County, Kentucky",40309,12680,13038,21,197
"Pulaski County, Kentucky",51898,64949,65897,21,199
"Robertson County, Kentucky",51830,2225,2283,21,201
"Rockcastle County, Kentucky",48862,15869,16163,21,203
"Rowan County, Kentucky",54321,24103,24578,21,205
"Russell County, Kentucky",44738,18015,18221,21,207
"Scott County, Kentucky",85158,59221,59536,21,209
"Shelby County, Kentucky",82604,47779,49096,21,211
"Simpson County, Kentucky",59858,19607,19972,21,213
"Spencer County, Kentucky",102618,20099,20193,21,215
"Taylor County, Kentucky",60456,25951,26397,21,217
"Todd County, Kentucky",61103,12319,12469,21,219
"Trigg County, Kentucky",59857,14230,14315,21,221
"Trimble County, Kentucky",66027,8509,8550,21,223
